,0
metadata_participant_100_stimuli_06_sacc_chap_20.pt,0.21000652141967657
metadata_participant_98_stimuli_11_sacc_chap_14.pt,0.3623948283141412
metadata_participant_47_stimuli_04_sacc_chap_13.pt,0.23285316947727888
metadata_participant_71_stimuli_04_sacc_chap_03.pt,0.23414084850502376
metadata_participant_43_stimuli_02_sacc_chap_06.pt,0.14477613483800328
metadata_participant_89_stimuli_02_sacc_chap_11.pt,0.2948935277520596
metadata_participant_94_stimuli_03_sacc_chap_13.pt,0.27222936353971916
metadata_participant_88_stimuli_12_sacc_chap_02.pt,0.43512943820827177
metadata_participant_100_stimuli_11_sacc_chap_13.pt,0.21269476413726807
metadata_participant_61_stimuli_06_sacc_chap_14.pt,0.20199788315309694
metadata_participant_75_stimuli_14_sacc_chap_01.pt,0.18714598446577393
metadata_participant_86_stimuli_09_sacc_chap_10.pt,0.22853972037483028
metadata_participant_62_stimuli_13_sacc_chap_04.pt,0.16440740537553294
metadata_participant_92_stimuli_02_sacc_chap_03.pt,0.4198584565593525
metadata_participant_17_stimuli_14_sacc_chap_09.pt,0.2317012516897883
metadata_participant_65_stimuli_09_sacc_chap_04.pt,0.22536289173623789
metadata_participant_47_stimuli_12_sacc_chap_15.pt,0.20769401996032053
metadata_participant_17_stimuli_06_sacc_chap_03.pt,0.3655166120069464
metadata_participant_100_stimuli_12_sacc_chap_08.pt,0.2313664194992224
metadata_participant_46_stimuli_01_sacc_chap_10.pt,0.17567428557769113
metadata_participant_68_stimuli_03_sacc_chap_06.pt,0.268012785505933
metadata_participant_85_stimuli_04_sacc_chap_06.pt,0.260025750035825
metadata_participant_72_stimuli_02_sacc_chap_04.pt,0.2833280909264245
metadata_participant_103_stimuli_14_sacc_chap_10.pt,0.19969362076829647
metadata_participant_102_stimuli_11_sacc_chap_16.pt,0.2587100632474643
metadata_participant_81_stimuli_02_sacc_chap_07.pt,0.25622205022152067
metadata_participant_110_stimuli_11_sacc_chap_15.pt,0.33233335878988746
metadata_participant_112_stimuli_14_sacc_chap_07.pt,0.17226545560562767
metadata_participant_43_stimuli_04_sacc_chap_09.pt,0.17753880348457957
metadata_participant_52_stimuli_03_sacc_chap_02.pt,0.15939474488927197
metadata_participant_47_stimuli_12_sacc_chap_12.pt,0.23293934810364403
metadata_participant_83_stimuli_06_sacc_chap_26.pt,0.19413431718353963
metadata_participant_87_stimuli_03_sacc_chap_01.pt,0.2108127813934153
metadata_participant_78_stimuli_02_sacc_chap_07.pt,0.1810594385873618
metadata_participant_75_stimuli_12_sacc_chap_06.pt,0.24456532285434313
metadata_participant_70_stimuli_02_sacc_chap_02.pt,0.20183259237466103
metadata_participant_85_stimuli_03_sacc_chap_12.pt,0.2968565739395488
metadata_participant_65_stimuli_12_sacc_chap_12.pt,0.30167380566858387
metadata_participant_108_stimuli_14_sacc_chap_02.pt,0.2069123105651264
metadata_participant_21_stimuli_03_sacc_chap_15.pt,0.22640663396658653
metadata_participant_44_stimuli_04_sacc_chap_06.pt,0.2161057469750172
metadata_participant_71_stimuli_06_sacc_chap_12.pt,0.21035851388888008
metadata_participant_65_stimuli_09_sacc_chap_09.pt,0.15738651601488512
metadata_participant_09_stimuli_09_sacc_chap_15.pt,0.7924076058463473
metadata_participant_47_stimuli_02_sacc_chap_11.pt,0.31190328494362207
metadata_participant_52_stimuli_03_sacc_chap_09.pt,0.26051720768382286
metadata_participant_70_stimuli_13_sacc_chap_04.pt,0.2267478396851985
metadata_participant_47_stimuli_02_sacc_chap_04.pt,0.22709694059674818
metadata_participant_43_stimuli_02_sacc_chap_05.pt,0.1797606273499689
